Organization,Country,Lattitude,Longitude,Industry,Organization_size,Owner,Lead_acquisition_date,Product,Status,Status_sequence,Stage,Stage_sequence,Deal_Value_USD,Probability_pct,Expected_close_date,Actual_close_date,lead_year,lead_month,deal_duration_days,close_delay_days,is_won,is_lost,is_closed,is_open,is_saas,org_size_cat
"Tremblay, Thompson and Robel",Belgium,51.260197,4.402771,IT & IT Services,Small (11-200),Laura Thompson,2024-05-11,SAAS,New,1,,,467,40,2025-02-15,,2024,2024-05,280,,False,False,False,False,True,Small (11-200)
Rutherford LLC,Germany,52.520008,13.404954,Transportation & Logistics,Small (11-200),Jessica Martinez,2024-02-10,SAAS,New,1,,,403,50,2024-06-19,,2024,2024-02,130,,False,False,False,False,True,Small (11-200)
Rice-Bayer,Austria,48.210033,16.363449,Energy & Utilities,Small (11-200),Jessica Martinez,2024-03-20,SAAS,New,1,,,677,20,2024-12-29,,2024,2024-03,284,,False,False,False,False,True,Small (11-200)
"Blanda, Gibson and Mills",Switzerland,46.204391,6.143158,IT & IT Services,Small (11-200),Michael Brown,2024-03-29,SAAS,New,1,,,690,10,2024-11-27,,2024,2024-03,243,,False,False,False,False,True,Small (11-200)
"Deckow, Dickens and Koss",Switzerland,46.204391,6.143158,Transportation & Logistics,Small (11-200),Jessica Martinez,2024-05-25,SAAS,New,1,,,404,30,2024-08-08,,2024,2024-05,75,,False,False,False,False,True,Small (11-200)
Sporer-Beer,France,48.864716,2.349014,IT & IT Services,Small (11-200),Michael Brown,2024-02-12,SAAS,New,1,,,1126,80,2024-04-11,,2024,2024-02,59,,False,False,False,False,True,Small (11-200)
Hudson Group,Germany,52.520008,13.404954,Telecommunications,Small (11-200),Laura Thompson,2024-01-30,SAAS,New,1,,,1675,40,2024-07-13,,2024,2024-01,165,,False,False,False,False,True,Small (11-200)
Gutmann-Friesen,Italy,41.902782,12.496366,Banking and Finance,Small (11-200),John Smith,2024-05-13,Services,New,1,,,1910,20,2025-03-18,,2024,2024-05,309,,False,False,False,False,False,Small (11-200)
"Schmidt, Konopelski and Larson",Austria,48.210033,16.363449,Banking and Finance,Small (11-200),Laura Thompson,2024-02-04,Custom solution,New,1,,,857,30,2024-11-21,,2024,2024-02,291,,False,False,False,False,False,Small (11-200)
O'Connell Group,Portugal,38.736946,-9.142685,Government Administration Healthcare,Small (11-200),Jessica Martinez,2024-03-14,Services,New,1,,,1561,40,2025-01-04,,2024,2024-03,296,,False,False,False,False,False,Small (11-200)
Willms-Hagenes,Portugal,38.736946,-9.142685,Transportation & Logistics,Small (11-200),Michael Brown,2024-05-27,Custom solution,New,1,,,872,50,2024-10-04,,2024,2024-05,130,,False,False,False,False,False,Small (11-200)
Metz-Kuvalis,Germany,52.520008,13.404954,Banking and Finance,Small (11-200),Jessica Martinez,2024-01-07,Services,New,1,,,757,30,2024-08-12,,2024,2024-01,218,,False,False,False,False,False,Small (11-200)
Jakubowski Group,Germany,52.520008,13.404954,Retail & Distribution,Small (11-200),Laura Thompson,2024-03-17,SAAS,New,1,,,1521,70,2025-03-17,,2024,2024-03,365,,False,False,False,False,True,Small (11-200)
Volkman Inc,France,48.864716,2.349014,Manufacturing & Production,Small (11-200),Michael Brown,2024-04-20,SAAS,New,1,,,1010,80,2025-02-14,,2024,2024-04,300,,False,False,False,False,True,Small (11-200)
"Haley, Ritchie and Anderson",Italy,41.902782,12.496366,IT & IT Services,Small (11-200),Kevin Anderson,2024-02-16,Services,New,1,,,1175,30,2024-07-05,,2024,2024-02,140,,False,False,False,False,False,Small (11-200)
Hoeger Inc,Italy,41.902782,12.496366,Professional Services  & Consulting,Small (11-200),Laura Thompson,2024-01-26,SAAS,New,1,,,1058,80,2024-11-02,,2024,2024-01,281,,False,False,False,False,True,Small (11-200)
Monahan-Quitzon,Austria,48.210033,16.363449,Energy & Utilities,Small (11-200),Michael Brown,2024-03-22,SAAS,New,1,,,1546,10,2024-04-30,,2024,2024-03,39,,False,False,False,False,True,Small (11-200)
"Crona, Keeling and Daniel",Switzerland,46.204391,6.143158,Transportation & Logistics,Small (11-200),Michael Brown,2024-05-05,SAAS,New,1,,,1029,90,2024-09-19,,2024,2024-05,137,,False,False,False,False,True,Small (11-200)
"Bergnaum, Hyatt and Purdy",France,48.864716,2.349014,Energy & Utilities,Small (11-200),David Wilson,2024-04-02,SAAS,New,1,,,1736,40,2024-10-04,,2024,2024-04,185,,False,False,False,False,True,Small (11-200)
Schiller-Stehr,Belgium,51.260197,4.402771,Banking and Finance,Small (11-200),Sarah Davis,2024-01-02,Services,New,1,,,1035,60,2024-08-04,,2024,2024-01,215,,False,False,False,False,False,Small (11-200)
Kuhlman Group,Germany,52.520008,13.404954,IT & IT Services,Small (11-200),David Wilson,2024-03-14,SAAS,New,1,,,1077,20,2024-10-10,,2024,2024-03,210,,False,False,False,False,True,Small (11-200)
Bogan Inc,Germany,52.520008,13.404954,IT & IT Services,Small (11-200),Laura Thompson,2024-02-01,Services,New,1,,,1462,60,2024-09-05,,2024,2024-02,217,,False,False,False,False,False,Small (11-200)
Yundt Inc,France,48.864716,2.349014,Transportation & Logistics,Small (11-200),Jessica Martinez,2024-01-09,SAAS,New,1,,,1849,80,2024-12-16,,2024,2024-01,342,,False,False,False,False,True,Small (11-200)
Sawayn-Bogan,Italy,41.902782,12.496366,Transportation & Logistics,Small (11-200),Emily Johnson,2024-05-13,SAAS,New,1,,,294,40,2025-02-03,,2024,2024-05,266,,False,False,False,False,True,Small (11-200)
"Spinka, Johns and Tromp",Germany,52.520008,13.404954,Banking and Finance,Small (11-200),Laura Thompson,2024-01-03,SAAS,New,1,,,1632,30,2024-11-16,,2024,2024-01,318,,False,False,False,False,True,Small (11-200)
Zieme-Cronin,Italy,41.902782,12.496366,Banking and Finance,Small (11-200),Laura Thompson,2024-02-05,SAAS,New,1,,,457,30,2024-08-29,,2024,2024-02,206,,False,False,False,False,True,Small (11-200)
Gleichner-Kohler,France,48.864716,2.349014,Agriculture & Mining,Small (11-200),Emily Johnson,2024-01-17,Custom solution,New,1,,,852,40,2024-12-21,,2024,2024-01,339,,False,False,False,False,False,Small (11-200)
Morar-Goyette,Austria,48.210033,16.363449,Banking and Finance,Small (11-200),Laura Thompson,2024-04-01,Services,New,1,,,220,30,2025-03-17,,2024,2024-04,350,,False,False,False,False,False,Small (11-200)
Howell and Sons,Italy,41.902782,12.496366,Energy & Utilities,Small (11-200),David Wilson,2024-04-28,SAAS,New,1,,,733,60,2024-11-02,,2024,2024-04,188,,False,False,False,False,True,Small (11-200)
Metz LLC,Belgium,51.260197,4.402771,Banking and Finance,Small (11-200),Michael Brown,2024-03-13,SAAS,New,1,,,1736,30,2024-09-03,,2024,2024-03,174,,False,False,False,False,True,Small (11-200)
Schamberger Group,France,48.864716,2.349014,Education & Science,Small (11-200),Laura Thompson,2024-01-20,SAAS,New,1,,,1064,20,2024-04-17,,2024,2024-01,88,,False,False,False,False,True,Small (11-200)
"Dickinson, King and Jenkins",Germany,52.520008,13.404954,Retail & Distribution,Small (11-200),John Smith,2024-03-07,SAAS,New,1,,,1152,40,2024-04-25,,2024,2024-03,49,,False,False,False,False,True,Small (11-200)
Jakubowski LLC,Germany,52.520008,13.404954,Professional Services  & Consulting,Small (11-200),Sarah Davis,2024-05-10,SAAS,New,1,,,227,40,2025-02-17,,2024,2024-05,283,,False,False,False,False,True,Small (11-200)
King-Rohan,Austria,48.210033,16.363449,Recreation & Sports,Small (11-200),David Wilson,2024-03-11,SAAS,New,1,,,1409,30,2024-12-21,,2024,2024-03,285,,False,False,False,False,True,Small (11-200)
Rowe and Sons,Switzerland,46.204391,6.143158,Transportation & Logistics,Small (11-200),Michael Brown,2024-03-28,Services,New,1,,,1853,40,2024-05-28,,2024,2024-03,61,,False,False,False,False,False,Small (11-200)
Barrows Group,Germany,52.520008,13.404954,Education & Science,Small (11-200),Laura Thompson,2024-03-01,SAAS,New,1,,,601,30,2024-09-29,,2024,2024-03,212,,False,False,False,False,True,Small (11-200)
Kertzmann-Kris,Switzerland,46.204391,6.143158,IT & IT Services,Small (11-200),Jessica Martinez,2024-03-16,Services,New,1,,,637,40,2024-07-11,,2024,2024-03,117,,False,False,False,False,False,Small (11-200)
"Hettinger, Trantow and Altenwerth",France,48.864716,2.349014,Agriculture & Mining,Small (11-200),Sarah Davis,2024-01-12,SAAS,New,1,,,1011,80,2024-09-20,,2024,2024-01,252,,False,False,False,False,True,Small (11-200)
"Doyle, Krajcik and Wintheiser",France,48.864716,2.349014,Agriculture & Mining,Small (11-200),David Wilson,2024-05-14,Services,New,1,,,1368,40,2025-04-07,,2024,2024-05,328,,False,False,False,False,False,Small (11-200)
Koss-Mertz,France,48.864716,2.349014,Professional Services  & Consulting,Small (11-200),Emily Johnson,2024-05-23,SAAS,New,1,,,706,60,2024-11-18,,2024,2024-05,179,,False,False,False,False,True,Small (11-200)
Shanahan-Hodkiewicz,Austria,48.210033,16.363449,Transportation & Logistics,Small (11-200),Sarah Davis,2024-03-26,Custom solution,New,1,,,1324,50,2025-02-26,,2024,2024-03,337,,False,False,False,False,False,Small (11-200)
Kunde and Sons,Portugal,38.736946,-9.142685,Banking and Finance,Small (11-200),Laura Thompson,2024-03-01,Services,New,1,,,1916,90,2024-04-13,,2024,2024-03,43,,False,False,False,False,False,Small (11-200)
"Kassulke, McClure and Greenfelder",Italy,41.902782,12.496366,Recreation & Sports,Small (11-200),Kevin Anderson,2024-01-16,SAAS,New,1,,,1838,30,2024-02-17,,2024,2024-01,32,,False,False,False,False,True,Small (11-200)
Konopelski and Sons,Germany,52.520008,13.404954,IT & IT Services,Small (11-200),Sarah Davis,2024-01-18,SAAS,New,1,,,621,20,2024-04-25,,2024,2024-01,98,,False,False,False,False,True,Small (11-200)
Thoughtbeat,Italy,41.902782,12.496366,Agriculture & Mining,Micro (1-10),John Smith,2024-01-28,SAAS,New,1,,,450,40,2024-05-12,,2024,2024-01,105,,False,False,False,False,True,Micro (1-10)
Pixope,Switzerland,46.204391,6.143158,Government Administration Healthcare,Micro (1-10),Kevin Anderson,2024-02-17,SAAS,New,1,,,904,80,2024-07-23,,2024,2024-02,157,,False,False,False,False,True,Micro (1-10)
Leexo,France,48.864716,2.349014,Manufacturing & Production,Micro (1-10),Kevin Anderson,2024-02-16,SAAS,New,1,,,299,60,2024-05-03,,2024,2024-02,77,,False,False,False,False,True,Micro (1-10)
Divavu,Italy,41.902782,12.496366,Transportation & Logistics,Micro (1-10),Emily Johnson,2024-04-26,Services,New,1,,,935,80,2025-03-16,,2024,2024-04,324,,False,False,False,False,False,Micro (1-10)
Zava,Germany,52.520008,13.404954,Government Administration Healthcare,Micro (1-10),Laura Thompson,2024-01-24,SAAS,New,1,,,828,100,2024-10-08,,2024,2024-01,258,,False,False,False,False,True,Micro (1-10)
Lajo,Belgium,51.260197,4.402771,Education & Science,Micro (1-10),Jessica Martinez,2024-02-20,Services,New,1,,,1035,50,2024-08-28,,2024,2024-02,190,,False,False,False,False,False,Micro (1-10)
Ainyx,Germany,52.520008,13.404954,IT & IT Services,Micro (1-10),Sarah Davis,2024-03-23,SAAS,New,1,,,749,20,2025-03-18,,2024,2024-03,360,,False,False,False,False,True,Micro (1-10)
Gigazoom,Italy,41.902782,12.496366,Government Administration Healthcare,Micro (1-10),Kevin Anderson,2024-03-04,SAAS,New,1,,,866,40,2024-12-25,,2024,2024-03,296,,False,False,False,False,True,Micro (1-10)
Trilith,France,48.864716,2.349014,IT & IT Services,Micro (1-10),Kevin Anderson,2024-04-25,Services,New,1,,,315,40,2024-10-20,,2024,2024-04,178,,False,False,False,False,False,Micro (1-10)
Eazzy,Italy,41.902782,12.496366,Professional Services  & Consulting,Micro (1-10),Kevin Anderson,2024-05-24,SAAS,New,1,,,376,50,2025-05-05,,2024,2024-05,346,,False,False,False,False,True,Micro (1-10)
Pixoboo,Italy,41.902782,12.496366,Energy & Utilities,Micro (1-10),Laura Thompson,2024-02-18,SAAS,New,1,,,625,30,2024-07-20,,2024,2024-02,153,,False,False,False,False,True,Micro (1-10)
Muxo,Austria,48.210033,16.363449,Banking and Finance,Micro (1-10),Jessica Martinez,2024-04-27,SAAS,New,1,,,859,20,2025-04-15,,2024,2024-04,353,,False,False,False,False,True,Micro (1-10)
"Koss, Walter and Murray",Italy,41.902782,12.496366,Retail & Distribution,Micro (1-10),Jessica Martinez,2024-02-04,SAAS,New,1,,,1139,30,2024-07-07,,2024,2024-02,154,,False,False,False,False,True,Micro (1-10)
"Goyette, Gottlieb and Cummings",France,48.864716,2.349014,Professional Services  & Consulting,Micro (1-10),Michael Brown,2024-03-20,Services,New,1,,,458,30,2024-08-16,,2024,2024-03,149,,False,False,False,False,False,Micro (1-10)
"Buckridge, Schinner and Walker",Netherlands,52.370216,4.895168,Retail & Distribution,Micro (1-10),David Wilson,2024-01-21,Services,New,1,,,737,40,2025-01-20,,2024,2024-01,365,,False,False,False,False,False,Micro (1-10)
Reichel-Kutch,France,48.864716,2.349014,Retail & Distribution,Micro (1-10),Jessica Martinez,2024-03-25,Custom solution,New,1,,,1096,40,2025-03-12,,2024,2024-03,352,,False,False,False,False,False,Micro (1-10)
Schoen-Waelchi,Germany,52.520008,13.404954,Construction & Engineering,Micro (1-10),Jessica Martinez,2024-03-06,Services,New,1,,,491,90,2025-02-26,,2024,2024-03,357,,False,False,False,False,False,Micro (1-10)
"Stracke, Hodkiewicz and Leuschke",Italy,41.902782,12.496366,IT & IT Services,Micro (1-10),Laura Thompson,2024-03-20,SAAS,New,1,,,1107,40,2024-11-29,,2024,2024-03,254,,False,False,False,False,True,Micro (1-10)
"Mohr, Adams and Emmerich",Spain,40.416775,-3.70379,Transportation & Logistics,Micro (1-10),Kevin Anderson,2024-03-29,SAAS,New,1,,,261,30,2024-08-13,,2024,2024-03,137,,False,False,False,False,True,Micro (1-10)
Turner Inc,Austria,48.210033,16.363449,Education & Science,Micro (1-10),Laura Thompson,2024-04-14,SAAS,New,1,,,873,30,2024-09-15,,2024,2024-04,154,,False,False,False,False,True,Micro (1-10)
"Blick, Kessler and Gislason",Switzerland,46.204391,6.143158,Education & Science,Micro (1-10),Laura Thompson,2024-03-16,Custom solution,New,1,,,455,20,2025-01-22,,2024,2024-03,312,,False,False,False,False,False,Micro (1-10)
Koss-Maggio,Switzerland,46.204391,6.143158,Retail & Distribution,Micro (1-10),Jessica Martinez,2024-04-17,Services,New,1,,,600,40,2024-09-15,,2024,2024-04,151,,False,False,False,False,False,Micro (1-10)
Predovic and Sons,Italy,41.902782,12.496366,IT & IT Services,Micro (1-10),Sarah Davis,2024-02-19,Services,New,1,,,467,40,2024-04-29,,2024,2024-02,70,,False,False,False,False,False,Micro (1-10)
"Pacocha, Wuckert and Kerluke",Switzerland,46.204391,6.143158,Energy & Utilities,Micro (1-10),Emily Johnson,2024-05-19,SAAS,New,1,,,477,40,2024-09-20,,2024,2024-05,124,,False,False,False,False,True,Micro (1-10)
Macejkovic-Legros,France,48.864716,2.349014,Government Administration Healthcare,Micro (1-10),Jessica Martinez,2024-03-02,SAAS,New,1,,,1014,40,2024-06-19,,2024,2024-03,109,,False,False,False,False,True,Micro (1-10)
Harber-Murray,Switzerland,46.204391,6.143158,Entertainment & Media & Hospitality,Micro (1-10),Sarah Davis,2024-04-06,Services,New,1,,,226,40,2025-01-31,,2024,2024-04,300,,False,False,False,False,False,Micro (1-10)
"Krajcik, Hammes and Feil",Austria,48.210033,16.363449,Construction & Engineering,Micro (1-10),Kevin Anderson,2024-01-17,Custom solution,New,1,,,688,20,2024-07-22,,2024,2024-01,187,,False,False,False,False,False,Micro (1-10)
Kshlerin Group,Germany,52.520008,13.404954,Professional Services  & Consulting,Micro (1-10),Emily Johnson,2024-01-07,Services,New,1,,,814,40,2024-11-04,,2024,2024-01,302,,False,False,False,False,False,Micro (1-10)
Balistreri-Kub,Switzerland,46.204391,6.143158,Transportation & Logistics,Micro (1-10),Emily Johnson,2024-02-25,SAAS,New,1,,,648,50,2024-04-12,,2024,2024-02,47,,False,False,False,False,True,Micro (1-10)
Rippin-Franecki,France,48.864716,2.349014,Banking and Finance,Micro (1-10),Jessica Martinez,2024-03-22,Services,New,1,,,880,30,2024-12-09,,2024,2024-03,262,,False,False,False,False,False,Micro (1-10)
"Wehner, Kshlerin and King",Italy,41.902782,12.496366,Entertainment & Media & Hospitality,Micro (1-10),Michael Brown,2024-03-24,SAAS,New,1,,,936,80,2025-02-13,,2024,2024-03,326,,False,False,False,False,True,Micro (1-10)
Predovic LLC,France,48.864716,2.349014,Manufacturing & Production,Micro (1-10),Laura Thompson,2024-04-29,Services,New,1,,,796,70,2024-08-18,,2024,2024-04,111,,False,False,False,False,False,Micro (1-10)
Dare Inc,Germany,52.520008,13.404954,Energy & Utilities,Micro (1-10),Laura Thompson,2024-01-02,Services,New,1,,,973,30,2024-04-22,,2024,2024-01,111,,False,False,False,False,False,Micro (1-10)
Roob-DuBuque,Italy,41.902782,12.496366,Agriculture & Mining,Micro (1-10),Michael Brown,2024-05-31,SAAS,New,1,,,1097,60,2025-05-17,,2024,2024-05,351,,False,False,False,False,True,Micro (1-10)
"Smitham, Stamm and Howe",France,48.864716,2.349014,Transportation & Logistics,Micro (1-10),David Wilson,2024-05-06,SAAS,New,1,,,1020,20,2025-04-14,,2024,2024-05,343,,False,False,False,False,True,Micro (1-10)
Ward-Cruickshank,Switzerland,46.204391,6.143158,IT & IT Services,Micro (1-10),Sarah Davis,2024-03-23,Custom solution,New,1,,,1067,20,2024-08-03,,2024,2024-03,133,,False,False,False,False,False,Micro (1-10)
Strosin-Runte,Switzerland,46.204391,6.143158,Energy & Utilities,Micro (1-10),Jessica Martinez,2024-02-01,Services,New,1,,,1063,50,2024-08-08,,2024,2024-02,189,,False,False,False,False,False,Micro (1-10)
Zulauf-Schmidt,Portugal,38.736946,-9.142685,Professional Services  & Consulting,Micro (1-10),Kevin Anderson,2024-03-10,SAAS,New,1,,,738,20,2024-10-11,,2024,2024-03,215,,False,False,False,False,True,Micro (1-10)
Leffler-Hirthe,Italy,41.902782,12.496366,Entertainment & Media & Hospitality,Micro (1-10),Laura Thompson,2024-05-12,SAAS,New,1,,,425,60,2024-06-21,,2024,2024-05,40,,False,False,False,False,True,Micro (1-10)
McLaughlin LLC,France,48.864716,2.349014,Agriculture & Mining,Micro (1-10),Sarah Davis,2024-01-09,SAAS,New,1,,,854,40,2024-06-03,,2024,2024-01,146,,False,False,False,False,True,Micro (1-10)
Sanford-Doyle,Italy,41.902782,12.496366,Retail & Distribution,Micro (1-10),Jessica Martinez,2024-02-15,Services,New,1,,,627,20,2024-09-16,,2024,2024-02,214,,False,False,False,False,False,Micro (1-10)
Deckow and Sons,Austria,48.210033,16.363449,Banking and Finance,Micro (1-10),Emily Johnson,2024-04-29,Custom solution,New,1,,,365,100,2024-08-03,,2024,2024-04,96,,False,False,False,False,False,Micro (1-10)
Price Inc,Italy,41.902782,12.496366,Transportation & Logistics,Micro (1-10),Kevin Anderson,2024-04-21,Services,New,1,,,852,70,2025-02-20,,2024,2024-04,305,,False,False,False,False,False,Micro (1-10)
"Hammes, Romaguera and Emmerich",Italy,41.902782,12.496366,Transportation & Logistics,Micro (1-10),Laura Thompson,2024-04-20,Services,New,1,,,1139,80,2024-06-30,,2024,2024-04,71,,False,False,False,False,False,Micro (1-10)
"Schinner, Mraz and Friesen",France,48.864716,2.349014,Banking and Finance,Micro (1-10),Michael Brown,2024-03-14,Services,New,1,,,286,40,2024-12-16,,2024,2024-03,277,,False,False,False,False,False,Micro (1-10)
